id,section,requirement,status,priority,evidence_or_gap,code_path
7.11,סטטוסים ותיעוד,retry מבוקר לנמען,מומש ונבדק,P1,retryRecipient: FAILED מיד; UNKNOWN רק עם confirmNotSent מפורש (UI מבקש אישור); עד 10 ניסיונות; audit campaign.recipient_retry; קמפיין COMPLETED חוזר ל-RUNNING. אינטגרציה 7.11 + דפדפן W6,src/server/services/campaign-service.ts; src/components/campaigns/campaign-dashboard.tsx; tests/integration/whatsapp-completion.test.ts; scripts/qa-whatsapp-completion.mjs
8.01,תיבת שיחות,קבלה ותשובה בזמן אמת,מומש חלקית,P0,Webhook/poll 5s/realtime invalidation; ספק חי טרם אומת,src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
8.02,תיבת שיחות,טקסט תמונות מסמכים אודיו וידאו,מומש חלקית,P1,"נתיבי provider/media וולידציה; בדיקות יחידה, בלי roundtrip מכשיר",src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
8.03,תיבת שיחות,סוג לא נתמך,מומש ונבדק,P1,placeholder טקסט [type] שומר שיחה,src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
8.04,תיבת שיחות,סטטוס לכל הודעה,מומש חלקית,P0,כולל ACCEPTED/UNKNOWN החדשים; יישור ישנים חסום,src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
8.05,תיבת שיחות,מונה לא נקראו,מומש ונבדק,P1,increment פעם אחת להודעה נכנסת ייחודית,src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
8.06,תיבת שיחות,חיפוש שיחות ואנשי קשר,מומש ונבדק,P1,שם/טלפון/טקסט; תוצאות מוגבלות,src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
8.07,תיבת שיחות,סינון נציג צוות תגית מספר סטטוס,מומש ונבדק,P1,סינון לפי נציג/צוות/תגית/מספר/ערוץ/סטטוס; מספר מנותק מסומן. דפדפן W7,src/server/services/conversation-service.ts; src/components/inbox/conversation-list.tsx; scripts/qa-whatsapp-completion.mjs
8.08,תיבת שיחות,פתיחה מחדש בהודעה נכנסת,מומש ונבדק,P1,שיחה חדשה פתוחה שומרת נציג קודם פעיל; השיחה הסגורה נשמרת,src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
8.09,תיבת שיחות,שיוך והעברה בין נציגים,מומש ונבדק,P0,הרשאות admin/manager ו־agent scope; בדיקת נציג פעיל,src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
8.10,תיבת שיחות,פתוחה ממתינה סגורה,מומש ונבדק,P1,OPEN/PENDING/RESOLVED/CLOSED,src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
8.11,תיבת שיחות,הערות פנימיות,מומש ונבדק,P1,"כתיבת הערות מהשיחה, שיוך לכרטיס CRM, עיצוב מובחן ואימות הרשאות תחת נעילת שיחה; ללא יצירת הודעת ספק",src/app/api/conversations/[id]/notes/route.ts; src/components/inbox/internal-notes.tsx; tests/unit/operational-routes.test.ts
8.12,תיבת שיחות,תשובות שמורות,מומש ונבדק,P1,"בורר תשובות שמורות במלחין (מכניס טקסט, לא שולח); ניהול למנהל. דפדפן W7",src/components/inbox/message-composer.tsx; src/app/api/canned-replies/route.ts; scripts/qa-whatsapp-completion.mjs
8.13,תיבת שיחות,טיוטות בעת ניווט ורענון,מומש חלקית,P1,API פרטי למשתמש ושיחה; שמירת טקסט debounce; מדיה ותבניות לא נשמרות,src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
8.14,תיבת שיחות,הצגת חלון מענה,מומש ונבדק,P0,UI ושרת; template תמיד זמין רק עם אישור,src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
8.15,תיבת שיחות,מניעת תשובה כפולה של נציגים,מומש חלקית,P0,lease מבוזר לשליחה במקביל; אין presence/typing lease בזמן כתיבה,src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
8.16,תיבת שיחות,עימוד היסטוריה ומיקום גלילה,מומש ונבדק,P1,"100 הודעות לעמוד וסמן זמן+מזהה; PostgreSQL ודפדפן עם 205 הודעות באותו זמן, בלי דילוגים/כפילות ועם שמירת גלילה",src/server/services/conversation-service.ts; src/components/inbox/chat-panel.tsx; tests/qa/meta-workflows.test.ts
8.17,תיבת שיחות,כשל שומר טקסט ואינו מוצג כהצלחה,מומש ונבדק,P0,בדיקת component; timeout מוצג כאי־ודאות,src/components/inbox; src/server/services/conversation-service.ts; src/app/api/conversations
9.01,חיבור ל־CRM,שיוך נכנסת לאיש קשר,מומש ונבדק,P0,נרמול+upsert unique phone,src/server/services/contact-service.ts; conversation-service.ts; prisma/schema.prisma
9.02,חיבור ל־CRM,יצירת ליד לא מוכר,מומש חלקית,P1,Contact אוטומטי source=whatsapp consent UNKNOWN; אין מנוע כללים,src/server/services/contact-service.ts; conversation-service.ts; prisma/schema.prisma
9.03,חיבור ל־CRM,כרטיס לקוח מתוך שיחה,מומש ונבדק,P1,contact profile וקישור Contact,src/server/services/contact-service.ts; conversation-service.ts; prisma/schema.prisma
9.04,חיבור ל־CRM,ציר זמן WhatsApp בלקוח,מומש ונבדק,P1,"ציר זמן CRM מלא בכרטיס (שיחות, הודעות, שיחות טלפון, משימות, לידים, עסקאות, ריצות רצף, מיזוגים); דפדפן B10",src/lib/crm/timeline.ts; scripts/qa-browser.mjs
9.05,חיבור ל־CRM,עדכון תגיות סטטוס ונציג מתוך שיחה,מומש ונבדק,P1,נתיבים קיימים ומדיניות תפקידים,src/server/services/contact-service.ts; conversation-service.ts; prisma/schema.prisma
9.06,חיבור ל־CRM,יצירה ועדכון משימות,מומש ונבדק,P1,משימות פנימיות מתוך שיחה וכרטיס לקוח: נציג מועד וסטטוס; RLS קשרי לקוח ושיחה audit מניעת כפילות וגרסה; API מסד ומובייל עברו,src/server/services/contact-service.ts; conversation-service.ts; prisma/schema.prisma; docs/whatsapp-crm-tasks-2026-09-24.md
9.07,חיבור ל־CRM,רכישות והזמנות לפי הרשאה,חסום לבדיקה,P1,אין API/source; אין נתונים מדומים,src/server/services/contact-service.ts; conversation-service.ts; prisma/schema.prisma
9.08,חיבור ל־CRM,שמירת קשרים במיזוג,מומש ונבדק,P1,"ראו 2.04 – כל הקשרים עוברים לכרטיס הראשי, כולל קמפיינים/שיחות/משימות",src/lib/crm/contacts.ts; tests/integration/whatsapp-completion.test.ts
9.09,חיבור ל־CRM,מניעת לקוחות כפולים במקביל,מומש ונבדק,P0,unique phone; נעילת Contact לפתיחת שיחות,src/server/services/contact-service.ts; conversation-service.ts; prisma/schema.prisma
9.10,חיבור ל־CRM,מעבר CRM חייגן WhatsApp עם הקשר,מומש ונבדק,P1,"חייגן, CRM ו-WhatsApp באותה מערכת: חיוג/WhatsApp מהכרטיס, פס שיחה נשמר בניווט; דפדפן B4/B6/B7/B10",src/app/(app)/contacts/[id]/page.tsx; scripts/qa-browser.mjs
9.11,חיבור ל־CRM,סימון אינטגרציות חסרות,מומש חלקית,P0,אין כפתורי רכישות/הכנסות מדומים; פערים מפורטים בדוח,src/server/services/contact-service.ts; conversation-service.ts; prisma/schema.prisma
10.01,אוטומציות,ליד חדש,מומש ונבדק,P1,טריגר CONTACT_CREATED (אופציונלי לפי מקור) על אירוע contact.created; אינטגרציה 10.01,src/server/services/sequence-service.ts; src/lib/crm/contacts.ts; tests/integration/whatsapp-completion.test.ts
10.02,אוטומציות,שינוי סטטוס או תגית,מומש חלקית,P1,טריגר LEAD_STATUS_CHANGED (עם סטטוס יעד) ו-TAG_ADDED; שינוי סטטוס לא כוסה בבדיקה אוטומטית,src/server/services/sequence-service.ts
10.03,אוטומציות,הודעה נכנסת,מומש ונבדק,P0,NEW_INBOUND_MESSAGE לאחר persistence/dedup,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.04,אוטומציות,רכישה,חסום לבדיקה,P1,אין מקור אירועי רכישה,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.05,אוטומציות,תאריך ומשימת מעקב,מומש ונבדק,P1,"שלב משימה ברצף (כותרת + due בשעות, לבעל הכרטיס/יוצר) עם requestKey seq:run:pos; אינטגרציה 10.05",src/server/services/sequence-service.ts; tests/integration/whatsapp-completion.test.ts
10.06,אוטומציות,פתיחה ומחוץ לשעות,מומש חלקית,P1,תנאי 'רק מחוץ לשעות הפעילות' לכללי אוטומציה (לפי חלון הדיוור העסקי); לא כוסה בבדיקה אוטומטית,src/server/services/automation-service.ts; src/components/automations/rule-builder.tsx
10.07,אוטומציות,השהיה בין שלבים,מומש ונבדק,P1,רצפים רב-שלביים עם המתנה בין שלבים; tests/integration/multichannel + tests/integration/whatsapp-completion.test.ts,src/server/services/sequence-service.ts
10.08,אוטומציות,פיצול לפי תגובה/נתונים,מומש ונבדק,P1,תנאי שלב: ללא תשובה / תגית קיימת / תגית חסרה / סטטוס ליד / שדה מותאם / הסכמה – שלב מדולג עם סיבה בלוג הריצה; אינטגרציה 10.08,src/server/services/sequence-service.ts; tests/integration/whatsapp-completion.test.ts
10.09,אוטומציות,משימה עדכון שדה והעברה לנציג,מומש חלקית,P1,"פעולות CREATE_TASK ו-SET_CUSTOM_FIELD בכללי אוטומציה (ולידציה + ביצוע); דפדפן W9 מאמת שמירה, ביצוע לא כוסה בבדיקה",src/server/services/automation-service.ts; src/lib/validation/automation.ts; scripts/qa-whatsapp-completion.mjs
10.10,אוטומציות,עצירה אחרי הסרה,מומש ונבדק,P0,שירות השליחה אוכף זכאות שיווקית בכל פעולה,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.11,אוטומציות,שינוי מסלול אחרי תגובה,מומש חלקית,P1,טיימר חדש נקשר לזמן ההודעה המקורית ומתבטל לאחר הודעה חדשה; אין פיצול מסלולים רב־שלבי,src/jobs/automation-runner.ts; tests/unit/automation-rules.test.ts
10.12,אוטומציות,מניעת לולאות וטריגרים כפולים,מומש חלקית,P0,הוספת תגית קיימת אינה מפעילה שוב טריגר; מפתח שליחה לכל run; dedup מלא בין אירועים והרצות עדיין חסר,src/app/api/conversations/[id]/tags/route.ts; src/server/services/automation-service.ts
10.13,אוטומציות,מניעת הפעלה רטרואקטיבית,מומש חלקית,P1,אין replay אוטומטי; אין גרסאות או event watermark,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.14,אוטומציות,זכאות ותבנית בכל שלב,מומש ונבדק,P0,כל send עובר message service,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.15,אוטומציות,גרסאות ומדיניות שינוי,מומש חלקית,P0,הרצות מושהות חדשות שומרות snapshot של הפעולה; אין גרסאות workflow מלאות; להרצות ישנות נשאר fallback מתועד,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.16,אוטומציות,היסטוריית ריצה וכשל ללקוח,מומש חלקית,P1,"ריצות רצף (סטטוס, שלב, סיבת עצירה) מופיעות בציר הזמן של הלקוח; לא כוסה בבדיקה אוטומטית",src/lib/crm/timeline.ts
10.17,אוטומציות,מצב בדיקה לפני הפעלה,מומש ונבדק,P0,בדיקה מקומית לחוק לפני הפעלה: זכאות משתנים שיוך לחשבון וצוות; ללא שליחה או שינוי נתונים. נבדק במסד ובמובייל; אינו אישור Meta,src/server/services/automation-service.ts; src/jobs/automation-runner.ts; docs/whatsapp-automation-preview-2026-09-24.md
10.18,אוטומציות,עצירה מרכזית,מומש ונבדק,P0,כפתור/API משביתים את כל החוקים ומבטלים PENDING עם audit; פעולות שכבר החלו יכולות להסתיים; הפעלה מחדש אינה משחזרת ריצות,src/app/api/automations/stop/route.ts; src/components/automations/stop-automations-button.tsx; tests/unit/operational-routes.test.ts
10.19,אוטומציות,העברה לאדם והפסקת תגובות,מומש חלקית,P0,נוספה חסימת send אוטומטי כאשר יש נציג משויך; אין בוט AI קיים,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
11.01,דוחות ומדידה,דוחות קמפיין ותקופה,מומש ונבדק,P1,טווח 7/30/90 ימים באנליטיקה + דוח קמפיין; דפדפן W10,src/server/services/analytics-service.ts; src/app/(app)/analytics/page.tsx; scripts/qa-whatsapp-completion.mjs
11.02,דוחות ומדידה,דוחות מספר ונציג,מומש ונבדק,P1,פילוח הודעות יוצאות לפי מספר/ערוץ (sent/delivered/read/failed/unknown) עם סימון מנותק; דפדפן W10,src/server/services/analytics-service.ts; scripts/qa-whatsapp-completion.mjs
11.03,דוחות ומדידה,זכאים והחרגות,מומש ונבדק,P1,preflightSnapshot נשמר בקמפיין בזמן ההתחלה (זכאים/החרגות/סיבות); אינטגרציה 6.07 מאמת snapshot,src/server/services/campaign-service.ts; tests/integration/whatsapp-completion.test.ts
11.04,דוחות ומדידה,accepted sent delivered read failed,מומש חלקית,P0,סטטוס הודעה מפורש; campaign count SENT עדיין פירושו provider acceptance,src/server/services/analytics-service.ts; campaign-service.ts
11.05,דוחות ומדידה,תגובות והסרות,מומש ונבדק,P1,דוח קמפיין כולל תגובות והסרות משויכות לקמפיין (suppression.messageId / replies אחרי שליחה),src/server/services/campaign-service.ts; src/app/api/campaigns/[id]/report/route.ts
11.06,דוחות ומדידה,זמני תגובה וטיפול,מומש חלקית,P1,תגובה ללא failed/unknown; זמן טיפול לא מוצג כי אין closedAt אמין,src/server/services/analytics-service.ts; campaign-service.ts
11.07,דוחות ומדידה,עלויות אמיתיות,חסום לבדיקה,P1,אין billing feed/rate card מאומת,src/server/services/analytics-service.ts; campaign-service.ts
11.08,דוחות ומדידה,המרות והכנסות,חסום לבדיקה,P1,אין עסקאות או מודל שיוך,src/server/services/analytics-service.ts; campaign-service.ts
11.09,דוחות ומדידה,קליקים,מומש ונבדק,P2,קישורים באימייל שיווקי נכתבים מחדש לקישורי redirect חתומים (/r/:token → clickedAt); קישורי הסרה לא נעטפים; token מזויף → 404. unit + דפדפן W12. ב-SMS/WhatsApp אין מעקב קליקים (אורך/מדיניות Meta),src/lib/unsubscribe-token.ts; src/server/services/channel-send-service.ts; src/app/r/[token]/route.ts; tests/unit/whatsapp-completion.test.ts; scripts/qa-whatsapp-completion.mjs
11.10,דוחות ומדידה,מכנה חלון זמן ושיטת ספירה,מומש חלקית,P1,נוספו הסברים לדוח הקיים; אין כל המדדים המבוקשים,src/server/services/analytics-service.ts; campaign-service.ts
11.11,דוחות ומדידה,הודעות מול נמענים ייחודיים,מומש חלקית,P1,Recipient unique בקמפיין מול Message; אין dashboard השוואתי,src/server/services/analytics-service.ts; campaign-service.ts
11.12,דוחות ומדידה,דיוק מול מערך ידוע,מומש חלקית,P0,בדיקות worker counts; נדרש מערך אנליטיקה כולל שיוך/טיפול,src/server/services/analytics-service.ts; campaign-service.ts
12.01,הרשאות ואבטחה,הפרדה בין עסקים בכל טבלה ו־API,מומש ונבדק,P0,23 טבלאות עם הקשר עסק ו־RLS לתפקיד שרת מוגבל; FK מורכב חוסם קשרים בין עסקים; API/SQL/מקביליות נבדקו ב־PostgreSQL מבודד; אין ערוצים ציבוריים,src/lib/prisma.ts; src/lib/organization-request.ts; scripts/organization-security.sql; tests/qa/organization-isolation.test.ts
12.02,הרשאות ואבטחה,קבצים ו־realtime בין עסקים,מומש ונבדק,P0,RLS והרשאות צוות בנתיב קבצים; API מחזיר 404 לקובץ מעסק זר בבדיקת PostgreSQL. הוסר broadcast ציבורי ונעשה polling מאומת; נבדקה פרטיות realtime,src/app/api/attachments/[id]/route.ts; tests/qa/organization-isolation.test.ts; tests/unit/realtime-privacy.test.ts
12.03,הרשאות ואבטחה,תפקידי נציג מנהל אדמין,מומש ונבדק,P0,API/UI guards; סשן נשלל בשינוי הרשאות/סיסמה,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.04,הרשאות ואבטחה,צפייה ייצוא קמפיין ואוטומציות,מומש ונבדק,P0,ייצוא CSV של נמעני קמפיין (מנהל+); דפדפן W5,src/app/api/campaigns/[id]/export/route.ts; scripts/qa-whatsapp-completion.mjs
12.05,הרשאות ואבטחה,אימות Webhook,מומש ונבדק,P0,HMAC SHA256 ותזמון בטוח; config appSecret נדרש,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.06,הרשאות ואבטחה,החלפת מזהים IDOR,מומש ונבדק,P0,בדיקות IDOR בין נציגים ובין עסקים: קריאה/עדכון/מחיקה וקישור רשומות; API שיחה זרה וייצוא מבודד,tests/qa/organization-isolation.test.ts; tests/qa/meta-workflows.test.ts
12.07,הרשאות ואבטחה,סודות ולוגים,מומש חלקית,P0,"server-only ומיסוך; credentials JSON במסד מוגן, אין encryption key נפרד",src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.08,הרשאות ואבטחה,גישה לקבצים,מומש ונבדק,P0,proxy דורש session ו־conversation scope; אין public Storage,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.09,הרשאות ואבטחה,סוג וגודל קובץ,מומש ונבדק,P0,בדיקת magic bytes מול ה-MIME המוצהר בהעלאת מדיה; אי-התאמה נדחית. unit,src/lib/media.ts; src/app/api/conversations/[id]/media/route.ts; tests/unit/whatsapp-completion.test.ts
12.10,הרשאות ואבטחה,תוכן זדוני ושמות,מומש ונבדק,P0,"React escape, URL allowlist וולידציות; CSV לא מבצע נוסחאות",src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.11,הרשאות ואבטחה,תיעוד פעולות ושינוי הרשאות,מומש חלקית,P1,AuditLog קיים; אין audit transaction אחיד בכל API,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.12,הרשאות ואבטחה,שמירה ומחיקת מידע,מומש ונבדק,P1,מדיניות שמירה לעסק (הודעות/audit בימים) – cron יומי מוחק גוף הודעה ומצורפים ישנים (השורה נשארת לספירה) ורשומות audit ישנות; audit automation.messages_purged. אינטגרציה 12.12,src/app/api/jobs/retention/route.ts; src/lib/settings.ts; tests/integration/whatsapp-completion.test.ts
12.13,הרשאות ואבטחה,עצירת שליחה בניתוק,מומש חלקית,P0,snapshot והגנת provider פעיל לפני POST; בקשה שכבר במעוף לא ניתנת לביטול,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.14,הרשאות ואבטחה,RLS בטבלאות public,מומש ונבדק,P0,22 טבלאות RLS וגרנטים מבוטלים; advisors ללא ERROR/WARN,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.15,הרשאות ואבטחה,עסק א לא יכול לגשת לעסק ב,מומש ונבדק,P0,הפרדת עסקים קיימת באמצעות RLS ותפקיד שרת מוגבל ו־FK מורכבים; בדיקות organization-isolation ו־crm-ownership מוודאות חסימת גישה והפניות לעסק אחר. האימות מול Meta חי עדיין חסום.,tests/qa/crm-ownership.test.ts; tests/qa/organization-isolation.test.ts; docs/whatsapp-crm-ownership-2026-09-24.md
13.01,חוויית משתמש,עברית RTL וטלפונים LTR,מומש ונבדק,P1,בדיקות דפדפן קודמות desktop/mobile; חדשים דורשים בדיקה חוזרת,src/components; scripts/qa-browser.cjs
13.02,חוויית משתמש,מחשב ומובייל,מומש חלקית,P1,מבנה responsive; סיכום/CSV חדשים טרם אומתו בדפדפן,src/components; scripts/qa-browser.cjs
13.03,חוויית משתמש,טעינה ריק שגיאה ניתוק,מומש חלקית,P1,קיימים; שגיאות חיבור ו־UNKNOWN נוספו,src/components; scripts/qa-browser.cjs
13.04,חוויית משתמש,שגיאות מעשיות,מומש חלקית,P1,הנחיות חסימה/סנכרון/בדיקה; כמה שגיאות ספק כלליות,src/components; scripts/qa-browser.cjs
13.05,חוויית משתמש,טיוטות ניווט ורענון,מומש חלקית,P1,טקסט בלבד בשרת; debounce אינו מבטיח הקשה אחרונה בניווט מהיר,src/components; scripts/qa-browser.cjs
13.06,חוויית משתמש,התקדמות קמפיין גדול,מומש ונבדק,P1,מונה סטטוסים ופירוט; polling10s,src/components; scripts/qa-browser.cjs
13.07,חוויית משתמש,טקסט ארוך אימוג'י ושפות מעורבות,מומש חלקית,P1,React/UTF8 limits; טרם QA ויזואלי מלא לכל השילובים,src/components; scripts/qa-browser.cjs
13.08,חוויית משתמש,מדיה שנכשלה בטעינה,מומש חלקית,P1,browser native controls; אין fallback מובנה לכל שגיאה,src/components; scripts/qa-browser.cjs
13.09,חוויית משתמש,מקלדת ונגישות בסיסית,מומש חלקית,P1,labels ותפעול Enter; אין audit WCAG מלא,src/components; scripts/qa-browser.cjs
13.10,חוויית משתמש,כפתורים ליכולות לא מחוברות,מומש ונבדק,P0,כרטיס WhatsApp מציג missing_config/לא מחובר ללא 'הצלחה' מדומה; template-media נתמך; דפדפן W11,src/components/settings/whatsapp-connect-card.tsx; scripts/qa-whatsapp-completion.mjs
14.01,QA מעשי,קמפיין תקינים כפולים חסומים וחסרי משתנים,מומש חלקית,P0,כיסוי משולב parser/policy/worker/DB; לא תרחיש UI יחיד מלא,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.02,QA מעשי,הסרה בין תזמון לשליחה,מומש ונבדק,P0,worker recheck ובדיקה חוזרת בשירות,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.03,QA מעשי,תבנית מושבתת לפני תחילה,מומש ונבדק,P0,בדיקת worker ללא provider send,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.04,QA מעשי,השהיה וביטול בזמן שליחה,מומש חלקית,P0,pause אחריclaim ו־cancel queued; אין ביטול בקשת HTTP במעוף,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.05,QA מעשי,לחיצה כפולה על הפעלה,מומש חלקית,P0,CAS transition; worker DB concurrency; נדרש UI double-click ייעודי,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.06,QA מעשי,קריסת worker והפעלה מחדש,מומש חלקית,P0,stale PROCESSING מדומה; לא kill של worker חי,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.07,QA מעשי,timeout לאחר קבלת ספק,מומש חלקית,P0,"mock קבלה ואז timeout; UNKNOWN ואיסור resend, ללא live Meta",tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.08,QA מעשי,Webhook כפול ומאוחר,מומש ונבדק,P0,DB כפילות וסטטוסים out-of-order בספק מדומה,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.09,QA מעשי,פקיעת טוקן באמצע קמפיין,מומש חלקית,P0,mock code190 וחסימת credential; אין live expiry,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.10,QA מעשי,שתי אוטומציות לאותו נמען,מומש חלקית,P0,marketing CAS ו־lease נבדקים; workflow כפול E2E חסר,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.11,QA מעשי,שני נציגים עונים,מומש חלקית,P0,lease ואידמפוטנטיות בבדיקות; אין presence UI,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.12,QA מעשי,גישה לעסק אחר,מומש ונבדק,P0,5 בדיקות PostgreSQL/API עם שני עסקים סינתטיים; חשבון הלקוח בסשן נקבע מחדש במסד; ללא Meta חי,tests/qa/organization-isolation.test.ts; tests/unit/organization-boundary.test.ts
14.13,QA מעשי,ייבוא גדול ו־10k קמפיין מדומה,מומש ונבדק,P1,ייבוא API אמיתי של 10000 אנשי קשר וטיוטת 10000 נמענים במסד QA; בנוסף worker עם DB וספק מדומים; אין benchmark Meta,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs; docs/whatsapp-saved-audiences-2026-09-23.md
14.14,QA מעשי,דוחות מול נתונים ידועים,מומש חלקית,P0,counts מדומים; זמן טיפול מטעה הוסר; suite מדדים מלא חסר,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.15,QA מעשי,אפס הודעות אמיתיות ללקוחות,מומש ונבדק,P0,Graph mock וחיבור בדיקה מבודד; אין active Meta בפרודקשן,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
15.01,מסירה,מטריצה לכל הדרישות,מומש ונבדק,P0,מסמך זה עם סטטוס עדיפות השפעה ונתיב ראיה,docs/whatsapp-completeness-2026-09-23.md
15.02,מסירה,תיקונים במסגרת הארכיטקטורה,מומש חלקית,P0,הרחבת שירותים קיימים ללא החלפת provider; פערי מוצר נותרו,docs/whatsapp-completeness-2026-09-23.md
15.03,מסירה,תאימות ושמירת נתונים,מומש חלקית,P0,migration additive; היסטוריה לא סווגה מחדש; קמפיינים ישנים מושהים,docs/whatsapp-completeness-2026-09-23.md
15.04,מסירה,תלויות חיצוניות ללא הדמיה סמויה,מומש ונבדק,P0,Meta חי/CRM/תמחור מסומנים חסומים; mock מסומן במפורש,docs/whatsapp-completeness-2026-09-23.md
15.05,מסירה,הוכחת מסלול קמפיין מול ספק חי,חסום לבדיקה,P0,אין חשבון Meta מחובר ומספר בדיקה מאושר,docs/whatsapp-completeness-2026-09-23.md
15.06,מסירה,הוכחת שיחה דו־כיוונית מול ספק חי,חסום לבדיקה,P0,"נדרשים token, WABA, phone, webhook ומכשיר בדיקה",docs/whatsapp-completeness-2026-09-23.md
